id,a1_country_code,a2_authority_name,a3_appellate_decision,a4_decision_year,a5_decision_month,a6_num_defendants,a7_defendant_name,a8_defendant_class,a9_enterprise_size,a10_gov_level,a11_defendant_role,a12_sector,a13_sector_other,a14_processing_contexts,a15_data_subject_complaint,a16_media_attention,a17_official_audit,a18_art33_discussed,a19_art33_breached,a20_breach_notification_effect,a53_fine_imposed,a54_fine_amount,a55_fine_currency,a71_first_violation,a72_cross_border_oss,a73_oss_role,a77_articles_breached
Slovenia_38,SI,Information Commissioner,NO,2020,10,1,commercial bank,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,FINANCIAL,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,NOT_DISCUSSED
Slovenia_39,SI,Information Commissioner,NO,2020,12,1,Insurance company,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,FINANCIAL,NOT_APPLICABLE,HEALTH,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,NOT_DISCUSSED
Slovenia_40,SI,Information Commissioner,NO,2020,12,1,Facebook,PRIVATE,VERY_LARGE,NOT_APPLICABLE,JOINT_CONTROLLER,DIGITAL_SERVICES,NOT_APPLICABLE,MARKETING;PROBLEMATIC_THIRD_PARTY_SHARING_STATED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,NOT_DISCUSSED
Slovenia_43,SI,Information Commissioner,NO,2021,3,1,Municipality,PUBLIC,NOT_APPLICABLE,MUNICIPAL,CONTROLLER,EDUCATION,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,5
Slovenia_46,SI,Information Commissioner,NO,2021,4,1,AJPES,PUBLIC,NOT_APPLICABLE,STATE,CONTROLLER,OTHER_PUBLIC_ADMIN,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,NONE_VIOLATED
Slovenia_48,SI,Information Commissioner,NO,2020,8,1,Information Commissioner,PUBLIC,NOT_APPLICABLE,STATE,NOT_MENTIONED,HEALTH,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,NOT_DISCUSSED
Slovenia_50,SI,Information Commissioner,NO,2021,3,3,Ministry of Public Administration,PUBLIC,NOT_APPLICABLE,STATE,CONTROLLER,OTHER_PUBLIC_ADMIN,NOT_APPLICABLE,NOT_DISCUSSED,NO,YES,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,13
Slovenia_51,SI,Information Commissioner,NO,2024,5,1,...,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,FINANCIAL,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,5
Slovenia_52,SI,Information Commissioner,NO,2024,3,1,...,OTHER,NOT_APPLICABLE,NOT_APPLICABLE,CONTROLLER,MEDIA,NOT_APPLICABLE,JOURNALISM,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,NOT_DISCUSSED
Slovenia_53,SI,Information Commissioner,NO,2025,3,1,...,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,FINANCIAL,NOT_APPLICABLE,RECRUITMENT_AND_HR,YES,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,5;6
Slovenia_54,SI,Information Commissioner,NO,2024,6,1,...,OTHER,NOT_APPLICABLE,NOT_APPLICABLE,CONTROLLER,OTHER,MEMBERSHIP_ORGANIZATION;CLUB,NOT_DISCUSSED,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,12;17
Slovenia_55,SI,Information Commissioner,NO,2025,6,1,…,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,UTILITIES,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,12;15
Slovenia_57,SI,Information Commissioner,NO,2023,10,2,NOT_DISCUSSED,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,OTHER,CCTV;VIDEO_SURVEILLANCE,CCTV,NO,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,NOT_DISCUSSED
Slovenia_58,SI,Information Commissioner,NO,2023,2,1,[REDACTED POLICE OFFICER],PUBLIC,NOT_APPLICABLE,STATE,CONTROLLER,OTHER_PUBLIC_ADMIN,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,500,EUR,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,5;6
Slovenia_60,SI,Information Commissioner,NO,2022,11,1,INDIVIDUAL_DEFENDANT_NAME_REDACTED,INDIVIDUAL,NOT_APPLICABLE,NOT_APPLICABLE,CONTROLLER,OTHER,legal;dispute;email,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,NO,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,5;6
Slovenia_61,SI,Information Commissioner,NO,2024,3,2,...,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,OTHER,employment;email;redirection,EMPLOYEE_MONITORING,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,6255,EUR,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,8
Slovenia_62,SI,Information Commissioner,NO,2024,3,2,NOT_DISCUSSED,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,FINANCIAL,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,32
Slovenia_63,SI,Information Commissioner,NO,2021,5,1,taxpayer,PUBLIC,NOT_APPLICABLE,STATE,CONTROLLER,OTHER_PUBLIC_ADMIN,NOT_APPLICABLE,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,NO,YES,YES,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,5;32
Slovenia_64,SI,Information Commissioner,NO,2021,5,1,...,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,OTHER,hospitality;bar;restaurant,CCTV,NO,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,5;6
Slovenia_65,SI,Information Commissioner,NO,2022,1,1,Not provided in text,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,OTHER,workplace;covid-19;employee_health,EMPLOYEE_MONITORING,NO,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,5;9
Slovenia_66,SI,Information Commissioner,NO,2022,5,1,mati,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,HEALTH,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,5;12;13
Slovenia_67,SI,Information Commissioner,NO,2022,6,1,...,PUBLIC,NOT_APPLICABLE,STATE,JOINT_CONTROLLER,OTHER_PUBLIC_ADMIN,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,
Slovenia_68,SI,Information Commissioner,NO,2023,6,1,... (controlled entity),PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,OTHER,logistics;delivery;courier,NOT_DISCUSSED,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,NONE_VIOLATED
Slovenia_69,SI,Information Commissioner,NO,2024,6,1,...,OTHER,UNKNOWN,NOT_APPLICABLE,CONTROLLER,EDUCATION,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,12;15
Slovenia_72,SI,Information Commissioner,NO,2024,1,1,NOT_DISCUSSED,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,OTHER,marketing;telecommunications,MARKETING,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,15;12
Slovenia_73,SI,Information Commissioner,NO,2024,6,1,...,PUBLIC,NOT_APPLICABLE,MUNICIPAL,CONTROLLER,EDUCATION,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,15
Slovenia_74,SI,Information Commissioner,YES,2025,7,1,Health Center,PUBLIC,NOT_APPLICABLE,MUNICIPAL,CONTROLLER,HEALTH,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,NOT_DISCUSSED
Slovenia_77,SI,Information Commissioner,NO,2023,7,1,"Ministry of the Interior, Police",PUBLIC,NOT_APPLICABLE,STATE,CONTROLLER,OTHER_PUBLIC_ADMIN,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,17
Slovenia_78,SI,Information Commissioner,NO,2023,11,1,"MNZ, Policija",PUBLIC,NOT_APPLICABLE,STATE,CONTROLLER,OTHER_PUBLIC_ADMIN,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,15
Slovakia_1,SK,Office for the Protection of Personal Data of the Slovak Republic,NO,2021,8,1,Ministry of Finance,PUBLIC,NOT_APPLICABLE,STATE,CONTROLLER,TAX,NOT_APPLICABLE,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,NO,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,NOT_DISCUSSED
Romania_1,RO,National Supervisory Authority,NO,2023,11,1,Owners' Association in Iași,OTHER,NOT_APPLICABLE,NOT_APPLICABLE,CONTROLLER,HOUSING_TOURISM,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,2462,RON,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,6
Romania_2,RO,National Supervisory Authority for the Processing of Personal Data,NO,2023,7,1,Med Life SA,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,HEALTH,NOT_APPLICABLE,CCTV,YES,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,9839,RON,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,12;15
Romania_3,RO,National Supervisory Authority for the Processing of Personal Data,NO,2023,10,1,OTP BANK ROMANIA SA,PRIVATE,LARGE,NOT_APPLICABLE,CONTROLLER,FINANCIAL,NOT_APPLICABLE,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,YES,NOT_DISCUSSED,YES,YES,YES,AGGRAVATING,YES,14889,RON,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,32;33
Romania_4,RO,National Supervisory Authority,NO,2023,1,1,Water Canal Ilfov SA,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,UTILITIES,NOT_APPLICABLE,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,NO,NOT_DISCUSSED,YES,YES,NOT_DISCUSSED,NOT_DISCUSSED,YES,14757,RON,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,32
Romania_5,RO,National Supervisory Authority,NO,2021,2,1,natural person,INDIVIDUAL,NOT_APPLICABLE,NOT_APPLICABLE,CONTROLLER,OTHER,political;elections,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,2437,RON,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,5;32
Romania_6,RO,National Supervisory Authority,NO,2023,2,2,Finopro IFN SA,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,FINANCIAL,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_DISCUSSED,YES,YES,NOT_DISCUSSED,NOT_DISCUSSED,YES,11023,RON,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,32
Romania_8,RO,Autoritatea Națională de Supraveghere a Prelucrării Datelor cu Caracter Personal,NO,2023,12,1,SC RCS & RDS SA,PRIVATE,LARGE,NOT_APPLICABLE,CONTROLLER,TELECOM,NOT_APPLICABLE,MARKETING,YES,NOT_DISCUSSED,YES,YES,YES,AGGRAVATING,YES,3000000,RON,NO_REPEAT_OFFENDER,NO,NOT_APPLICABLE,5;6;32;33
Romania_9,RO,National Supervisory Authority,NO,2023,1,1,BRISTOL LOGISTICS SA,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,OTHER,logistics;transportation,NOT_DISCUSSED,NO,NOT_DISCUSSED,YES,YES,NOT_DISCUSSED,NOT_DISCUSSED,YES,9828,RON,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,32
Italy_310,IT,Guarantor for the Protection of Personal Data,NO,2025,4,1,XX S.r.l.,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,DIGITAL_SERVICES,NOT_APPLICABLE,COOKIES,NOT_DISCUSSED,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,4;5;7;12;13;24;25
Italy_311,IT,Italian Data Protection Authority,NO,2025,4,1,Energia Verde S.p.A.,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,UTILITIES,NOT_APPLICABLE,MARKETING;PROBLEMATIC_THIRD_PARTY_SHARING_STATED,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,100000,EUR,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,5;6;7;12;15;24;28;31;58;130
Italy_312,IT,Italian Data Protection Authority,NO,2025,4,1,MF Service S.r.l.,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,MEDIA,NOT_APPLICABLE,JOURNALISM,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,NONE_VIOLATED
Italy_313,IT,Italian Data Protection Authority,NO,2025,5,1,Menarini Silicon Biosystems SpA,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,HEALTH,NOT_APPLICABLE,ARTIFICIAL_INTELLIGENCE,NOT_DISCUSSED,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,21000,EUR,YES_FIRST_TIME,NO,NOT_APPLICABLE,5;13
Italy_314,IT,Italian Data Protection Authority,NO,2025,6,1,Municipality of Agliana,PUBLIC,NOT_APPLICABLE,MUNICIPAL,CONTROLLER,OTHER_PUBLIC_ADMIN,NOT_APPLICABLE,NOT_DISCUSSED,YES,YES,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,5;6;10;12
Italy_315,IT,Italian Data Protection Authority,NO,2025,7,1,Poste Vita S.p.A.,PRIVATE,LARGE,NOT_APPLICABLE,CONTROLLER,FINANCIAL,NOT_APPLICABLE,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,YES,NOT_DISCUSSED,NOT_DISCUSSED,YES,YES,AGGRAVATING,YES,80000,EUR,YES_FIRST_TIME,NO,NOT_APPLICABLE,5;33
Italy_316,IT,THE GUARANTOR FOR THE PROTECTION OF PERSONAL DATA,NO,2024,5,1,InfoCert S.p.A.,PRIVATE,LARGE,NOT_APPLICABLE,CONTROLLER,TELECOM,NOT_APPLICABLE,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,NO,NOT_DISCUSSED,YES,YES,YES,NOT_DISCUSSED,YES,0,EUR,NOT_DISCUSSED,NO,NOT_APPLICABLE,5;12;25;28;30;32;33;34;35
Ireland_1,IE,Data Protection Commission,NO,2020,11,1,Ryanair DAC,PRIVATE,LARGE,NOT_APPLICABLE,CONTROLLER,DIGITAL_SERVICES,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,YES,LEAD,12;15
Ireland_7,IE,Data Protection Commission,YES,2020,11,1,Tusla Child and Family Agency,PUBLIC,NOT_APPLICABLE,STATE,CONTROLLER,HEALTH,NOT_APPLICABLE,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,NO,NOT_DISCUSSED,NOT_DISCUSSED,YES,YES,NOT_DISCUSSED,YES,75000,EUR,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,32;33
Ireland_8,IE,Data Protection Commission,NO,2023,1,1,Kildare County Council,PUBLIC,NOT_APPLICABLE,MUNICIPAL,CONTROLLER,OTHER_PUBLIC_ADMIN,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,NOT_DISCUSSED
Ireland_9,IE,Data Protection Commission,NO,2023,1,1,Kildare County Council,PUBLIC,NOT_APPLICABLE,MUNICIPAL,CONTROLLER,OTHER_PUBLIC_ADMIN,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,NOT_DISCUSSED
Ireland_10,IE,Data Protection Commission,NO,2023,8,1,Galway County Council,PUBLIC,NOT_APPLICABLE,MUNICIPAL,CONTROLLER,OTHER_PUBLIC_ADMIN,NOT_APPLICABLE,CCTV,NOT_DISCUSSED,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,5;6;24
Ireland_13,IE,Data Protection Commission,NO,2019,0,1,City of Dublin Education and Training Board,PUBLIC,NOT_APPLICABLE,MUNICIPAL,CONTROLLER,EDUCATION,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_DISCUSSED,YES,YES,YES,AGGRAVATING,YES,125000,EUR,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,5;32;33;34
Ireland_14,IE,Data Protection Commission,NO,2025,6,1,Department of Social Protection,PUBLIC,NOT_APPLICABLE,STATE,CONTROLLER,OTHER_PUBLIC_ADMIN,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,550000,EUR,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,5;6;9;13;35
Ireland_17,IE,Data Protection Commission,NO,2023,6,1,Department of Health,PUBLIC,NOT_APPLICABLE,STATE,CONTROLLER,HEALTH,NOT_APPLICABLE,NOT_DISCUSSED,NO,YES,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,22500,EUR,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,5;32
Ireland_19,IE,Data Protection Commission,NO,2024,3,1,Groupon International Limited,PRIVATE,VERY_LARGE,NOT_APPLICABLE,CONTROLLER,DIGITAL_SERVICES,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,YES,LEAD,5;6;12;15;17
Ireland_24,IE,Data Protection Commission,NO,2022,1,1,Personal Injuries Assessment Board,PUBLIC,NOT_APPLICABLE,STATE,CONTROLLER,OTHER_PUBLIC_ADMIN,NOT_APPLICABLE,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,NO,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,32
Ireland_29,IE,Data Protection Commission,NO,2020,3,1,Airbnb,PRIVATE,VERY_LARGE,NOT_APPLICABLE,CONTROLLER,DIGITAL_SERVICES,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,YES,LEAD,12;15
Ireland_30,IE,Data Protection Commission,NO,2022,12,1,A&G Couriers Limited T/A Fastway Couriers (Ireland),PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,DIGITAL_SERVICES,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,50000,EUR,NOT_DISCUSSED,NO,NOT_APPLICABLE,5
Ireland_34,IE,Data Protection Commission,NO,2023,9,1,Airbnb Ireland UC,PRIVATE,VERY_LARGE,NOT_APPLICABLE,CONTROLLER,DIGITAL_SERVICES,NOT_APPLICABLE,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,YES,LEAD,5;6
Ireland_35,IE,Data Protection Commission,NO,2024,1,1,Airbnb Ireland UC,PRIVATE,VERY_LARGE,NOT_APPLICABLE,CONTROLLER,DIGITAL_SERVICES,NOT_APPLICABLE,RECRUITMENT_AND_HR,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,YES,LEAD,5;6
Ireland_38,IE,Irish Data Protection Commission,NO,2024,12,1,Meta Platforms Ireland Limited,PRIVATE,VERY_LARGE,NOT_APPLICABLE,CONTROLLER,DIGITAL_SERVICES,NOT_APPLICABLE,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,NO,NOT_DISCUSSED,YES,YES,YES,AGGRAVATING,YES,251000000,EUR,NOT_DISCUSSED,YES,LEAD,25;33
Ireland_42,IE,Data Protection Commission,NO,2022,3,1,Meta Platforms Ireland Limited,PRIVATE,VERY_LARGE,NOT_APPLICABLE,CONTROLLER,DIGITAL_SERVICES,NOT_APPLICABLE,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,NO,NOT_DISCUSSED,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,YES,17000000,EUR,NOT_DISCUSSED,YES,LEAD,5;24
Ireland_44,IE,Irish Data Protection Commission,NO,2025,5,1,TikTok Technology Limited,PRIVATE,VERY_LARGE,NOT_APPLICABLE,CONTROLLER,DIGITAL_SERVICES,NOT_APPLICABLE,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,530000000,EUR,NOT_DISCUSSED,YES,LEAD,13;46
